"PSC.0228"	"PSC.0187"	"PSC.0188"	"PSC.0174"	"PSC.0190"	"PSC.0231"	"PSC.0230"	"PSC.0219"	"PSC.0177"	"PSC.0186"	"PSC.0209"	"PSC.0203"
"g1639.t1"	52	61	32	37	12	26	127	90	136	120	59	58
"g11794.t1"	2	0	6	0	0	0	4	0	0	3	0	0
"g14616.t1"	2289	1318	1948	3836	1816	1623	1947	2608	4470	1338	4295	1515
"g12394.t1"	10	0	1	15	5	7	3	5	11	0	30	5
"g22817.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g490.t1"	189	570	851	178	119	995	553	558	611	499	608	501
"g12394.t2"	47	4	13	37	292	30	78	18	22	0	31	5
"g2276.t1"	282	234	97	251	50	204	270	227	487	311	160	97
"g23909.t1"	5011	3271	3558	6787	4636	4217	4619	3895	4443	4009	4669	3589
"g7215.t1"	0	0	0	0	0	0	0	0	0	0	0	7
"g4918.t1"	8	0	0	0	0	0	10	0	0	0	0	0
"g11796.t1"	2	0	0	3	0	0	11	3	5	13	16	0
"g16260.t1"	2043	0	1228	9	2155	0	9	1967	0	0	0	18
"g23449.t1"	7	6	13	0	0	0	0	0	0	0	0	11
"g23872.t1"	70	62	22	60	30	12	155	87	95	72	34	71
"g8104.t1"	5	1	3	3	7	2	5	1	2	2	0	3
"g20236.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g658.t1"	155	243	207	87	71	113	266	186	232	302	404	305
"g17300.t1"	22	90	85	21	0	27	339	245	97	270	140	212
"g4677.t1"	1025	450	434	410	332	245	398	212	216	284	313	262
"g8106.t1"	292	295	267	247	123	136	1630	1097	878	892	1327	1198
"g20581.t2"	0	32	83	0	0	316	9	0	20	0	30	0
"g8595.t1"	158	111	106	100	109	89	213	83	134	151	191	163
"g6488.t1"	654	675	678	845	338	358	1060	1096	377	925	765	664
"g23583.t2"	2	5	3	9	0	4	9	1	5	4	0	0
"g1785.t1"	9347	4974	5958	7524	7584	7096	3381	2737	4563	1730	3751	2459
"g20458.t1"	140	119	183	108	61	49	357	238	197	466	179	291
"g23109.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20583.t1"	74	80	52	0	9	10	122	0	15	0	0	30
"g15430.t1"	6546	5727	4826	4412	5514	6191	4499	2807	2807	4027	3164	3035
"g17144.t1"	961	625	758	193	258	166	897	423	414	373	320	300
"g17617.t1"	156	401	1563	1371	930	2218	153	185	122	247	154	17
"g6811.t1"	5	6	1	6	1	1	1	0	0	0	7	1
"g1787.t1"	27	44	42	37	0	25	93	79	56	117	37	83
"g8023.t1"	149	117	163	80	16	99	285	119	168	265	28	319
"g18969.t1"	35	32	17	15	11	11	62	46	59	36	38	30
"g15168.t1"	123	81	93	16	49	100	70	38	13	41	7	45
"g19242.t1"	2	0	0	0	0	0	0	0	3	0	0	0
"g5559.t1"	63	44	61	0	10	15	67	10	12	0	0	12
"g22954.t1"	20	16	21	0	0	15	10	0	7	0	17	28
"g492.t1"	16	25	55	87	5	18	149	455	149	27	512	214
"g23946.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5402.t1"	1	0	3	0	0	1	0	0	0	2	1	1
"g6565.t1"	19	18	9	15	14	0	29	18	11	14	0	8
"g8679.t1"	0	4	3	0	2	13	0	0	0	5	0	0
"g4563.t2"	40	96	30	68	32	60	53	70	28	12	219	49
"g4563.t1"	0	56	115	0	46	0	266	82	193	355	0	150
"g22083.t1"	137	83	71	128	44	123	82	41	37	48	64	35
"g20234.t1"	34	61	8	0	0	20	5	14	0	0	0	0
"g20435.t1"	4	0	747	0	4	792	16	12	82	0	0	26
"g17302.t1"	1	1	1	1	0	1	3	0	0	0	0	0
"g4675.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13119.t1"	61892	25944	22435	7973	48101	71821	334	245	864	77	740	292
"g14506.t1"	45	61	50	110	9	17	295	177	262	154	81	144
"g14157.t1"	54	43	0	24	90	32	276	151	35	167	81	98
"g20649.t1"	0	0	0	7	0	0	0	0	1	0	0	0
"g20437.t1"	117	48	80	85	7	35	322	182	255	228	193	194
"g13157.t1"	3	5	0	0	0	0	0	0	2	0	0	0
"g2344.t1"	0	0	0	0	0	0	0	22	4	32	0	24
"g23702.t1"	184	525	83	4	46	60	24	50	9	10	0	28
"g14504.t1"	4	30	2	0	0	0	0	2	0	0	0	0
"g15020.t1"	0	0	0	0	0	0	0	0	5	0	0	0
"g17227.t1"	67	32	73	103	9	24	106	100	99	165	0	107
"g14696.t2"	2050	1874	2532	724	1257	2500	4772	3061	2323	3241	3838	2557
"g14696.t1"	28	38	45	0	8	9	11	7	11	9	22	13
"g16072.t1"	981	3669	2587	110	141	2576	76	678	347	116	76	291
"g22064.t1"	0	0	0	4	0	0	3	0	0	0	0	0
"g4391.t1"	1422	4194	735	20	40	285	187	305	71	41	23	160
"g7306.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g18134.t1"	21	0	9	0	0	11	41	20	0	31	42	21
"g16057.t1"	0	2	11	0	0	0	0	0	0	0	0	1
"g14694.t1"	119	156	234	65	99	265	430	219	159	273	385	297
"g20251.t1"	3442	2684	2648	1878	3013	3273	2633	1801	1656	2571	1236	2214
"g16085.t1"	751	810	988	1222	367	867	2340	1524	1295	1702	1868	1389
"g6567.t1"	0	0	0	2	0	0	0	1	0	0	0	3
"g4561.t1"	121	139	155	96	35	90	230	194	222	238	0	174
"g10549.t1"	51	30	36	209	71	48	276	143	258	93	213	145
"g9406.t1"	12	28	26	5	0	21	9	3	5	0	0	7
"g5140.t1"	26	50	97	44	0	79	70	40	10	61	120	54
"g12420.t1"	180	110	114	21	924	486	206	162	406	593	106	347
"g5140.t3"	28	105	33	0	0	50	35	0	5	0	0	0
"g5140.t2"	0	27	53	0	0	60	0	0	13	0	0	0
"g5482.t1"	17	7	0	9	0	0	0	0	8	3	0	11
"g16055.t1"	0	0	4	0	0	0	8	0	0	0	0	0
"g19059.t1"	67	53	30	31	26	28	63	35	27	48	8	26
"g17132.t1"	433	496	354	220	157	245	631	454	374	428	238	368
"g3678.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g18572.t1"	231	211	181	159	125	148	394	219	224	311	144	231
"g6604.t1"	20	46	59	34	12	56	52	49	42	49	0	31
"g10223.t1"	0	34	15	0	1	0	0	0	0	0	0	12
"g8338.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2656.t1"	41	24	55	59	30	28	177	89	72	73	0	86
"g7873.t1"	5952	16672	12122	4187	202	14526	9220	294	703	1512	1250	49889
"g7169.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5928.t1"	24	1	2	0	10	58	10	1	0	5	7	2
"g10013.t2"	78	57	57	0	0	36	17	0	0	0	0	0
"g10013.t1"	227	328	254	31	22	64	142	50	42	62	0	128
"g6606.t1"	11193	11708	8086	10185	8813	10444	7456	6273	6615	7639	9424	6494
"g10221.t1"	22	19	12	27	8	10	40	52	37	50	29	16
"g14378.t1"	28	34	48	0	6	4	122	58	49	167	38	96
"g17340.t1"	2	0	0	0	0	0	0	0	0	3	0	0
"g2654.t1"	42	27	42	64	18	12	185	86	65	106	77	136
"g16888.t1"	89	102	67	54	42	32	250	269	109	104	61	161
"g7466.t1"	353	392	307	83	27	214	1602	408	360	749	0	438
"g7443.t1"	3	0	0	1	1	2	1	1	3	1	1	1
"g17643.t1"	97	82	161	36	0	51	240	97	22	147	135	145
"g129.t1"	25	17	19	30	19	27	72	37	22	37	50	27
"g14203.t1"	64	39	69	103	356	143	78	25	27	24	0	50
"g4393.t1"	0	0	0	7	0	0	0	0	0	0	0	0
"g2797.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g6554.t1"	1165	848	505	417	1345	452	338	171	162	363	52	212
"g18753.t1"	74	93	105	116	25	20	380	344	306	494	362	267
"g22268.t1"	22	0	5	27	8	27	58	51	5	60	221	25
"g14869.t1"	242	184	225	132	134	45	845	697	569	378	684	338
"g12585.t1"	59	37	60	0	6	0	110	70	57	94	0	70
"g21868.t1"	220	259	363	28	85	90	804	576	415	530	250	408
"g9642.t1"	37	49	36	45	8	16	47	63	104	47	151	22
"g5293.t1"	62	91	31	85	0	19	72	35	83	51	135	71
"g2184.t1"	5859	4266	2303	1429	4243	2626	875	339	712	782	639	876
"g17615.t1"	199	455	2318	1774	1276	2561	179	224	135	231	233	37
"g17658.t1"	8	4	0	1	0	0	0	6	0	0	0	0
"g1344.t4"	7	0	0	0	14	24	33	0	22	11	10	0
"g1344.t3"	14	134	151	61	0	132	0	140	0	90	17	252
"g20099.t1"	104	125	70	23	3	75	87	98	57	94	48	46
"g1344.t1"	249	314	362	261	65	225	592	336	364	422	249	230
"g19688.t1"	6	30	0	0	0	0	0	0	0	0	0	0
"g12045.t1"	141	70	154	124	153	197	401	211	166	254	298	136
"g5480.t1"	47	3	45	33	57	47	81	23	20	48	47	39
"g11224.t1"	329	920	136	13	17	249	28	83	81	16	157	38
"g22956.t1"	2176	1857	2457	3312	1259	1996	3709	3367	4020	3190	3775	2436
"g4066.t1"	653	513	395	552	255	291	779	601	610	683	623	523
"g10296.t1"	134	340	78	0	0	11	213	108	51	21	0	164
"g4214.t1"	9	25	9	0	0	6	26	0	6	0	0	0
"g12635.t1"	1022	335	340	753	1508	386	349	368	322	250	361	134
"g1346.t1"	9	8	9	0	0	16	48	43	44	8	48	23
"g5291.t1"	271	315	269	410	143	157	518	315	397	326	144	346
"g22480.t1"	0	0	0	0	0	0	0	1	0	0	0	1
"g14310.t2"	63	82	62	61	15	80	726	182	133	285	184	212
"g12902.t1"	66	96	86	114	30	31	599	442	404	543	270	435
"g22548.t1"	0	0	0	0	0	0	3	0	9	0	0	0
"g17271.t1"	0	0	0	0	0	0	4	0	0	0	0	0
"g18015.t1"	198	602	312	4	11	719	193	138	109	166	125	117
"g23676.t1"	510	328	306	388	134	189	367	506	414	239	132	332
"g5759.t1"	0	0	0	0	0	0	6	0	6	0	0	0
"g20671.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19497.t1"	898	4389	1413	22	33	1233	190	127	181	34	24	109
"g14238.t1"	878	695	986	668	971	1011	1915	1002	647	1209	339	914
"g3528.t1"	0	0	7	0	0	0	7	0	0	5	0	0
"g6147.t2"	6	0	0	0	0	0	0	0	0	0	0	0
"g6147.t1"	79	49	62	73	31	64	87	19	122	61	85	16
"g23901.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15465.t1"	12	6	8	57	2	5	599	2	223	69	281	76
"g19394.t1"	0	38	21	27	0	52	120	52	34	150	67	99
"g22718.t1"	69	286	358	0	0	336	1	82	90	0	24	20
"g2346.t1"	241	235	182	482	73	46	395	298	346	192	163	270
"g12587.t1"	19	29	14	0	0	4	79	18	26	54	3	36
"g6145.t1"	152	124	116	158	43	61	106	117	131	69	9	106
"g7637.t1"	69	105	64	166	52	78	169	102	86	72	113	85
"g23903.t1"	46	108	44	86	102	58	13	20	14	13	0	9
"g7994.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21446.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6037.t1"	76	62	42	26	13	20	406	235	286	225	156	191
"g21446.t2"	62	100	109	11	33	116	36	8	25	193	0	51
"g10070.t1"	1335	429	598	621	713	614	530	1072	832	421	544	482
"g23425.t1"	316	453	463	675	118	275	1224	1108	760	1224	676	597
"g4216.t1"	5	25	19	0	0	0	5	9	3	5	0	0
"g9266.t1"	105	174	109	21	45	93	121	124	66	124	205	93
"g9123.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20221.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g15214.t1"	431	713	566	67	274	298	200	136	45	67	0	84
"g14384.t1"	120	238	282	200	75	156	811	456	394	618	362	447
"g14098.t2"	147	238	0	0	0	0	0	0	0	0	0	0
"g10188.t1"	1086	1210	1785	2738	934	880	5088	4256	3058	3748	2610	2866
"g17858.t1"	6643	1940	1601	18	63	1447	406	251	196	41	0	384
"g4892.t1"	5521	6361	3876	5639	5025	4153	2304	2905	2876	2046	1885	1674
"g4113.t1"	733	568	467	441	657	698	505	330	298	255	168	268
"g4094.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g18487.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13446.t1"	47	541	29	1	0	205	133	80	10	68	0	542
"g4890.t2"	5	4	18	8	0	0	33	21	11	46	0	38
"g4890.t1"	12	26	19	7	0	0	111	88	69	88	92	77
"g12080.t1"	91	171	23	0	0	77	18	57	9	15	4	69
"g6802.t1"	0	17	0	0	0	19	0	34	2	0	0	1
"g15524.t1"	36	10	0	0	2	17	0	9	14	7	0	0
"g9142.t1"	287	386	344	369	103	263	641	286	538	547	402	387
"g18813.t1"	26	17	14	9	19	9	181	67	67	292	80	102
"g7635.t1"	0	0	0	0	0	0	12	0	0	0	13	0
"g4044.t1"	1058	1302	1152	1179	1065	725	2120	1900	1597	1963	3076	1713
"g10216.t1"	39	54	133	7	14	52	545	313	160	340	278	226
"g19396.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g9140.t1"	85	104	41	80	54	50	169	367	107	204	177	209
"g9201.t1"	0	5	6	0	4	12	0	0	0	0	0	0
"g10214.t1"	90	165	42	4	11	58	70	96	35	173	0	103
"g16449.t1"	4	0	0	0	0	4	12	23	6	21	0	3
"g15216.t1"	0	0	4	0	0	0	0	0	0	0	0	0
"g1697.t1"	0	3	0	0	0	0	0	0	0	0	0	0
"g14386.t1"	9	38	312	271	86	20	977	1443	1347	1061	1834	1178
"g20223.t1"	124	420	323	10	7	143	141	117	74	38	0	128
"g2854.t1"	0	4	0	0	0	0	24	5	4	5	0	7
"g7276.t1"	0	0	0	0	0	0	1	0	9	2	0	4
"g4064.t1"	4364	2167	1674	1366	4033	1492	2619	2104	1736	2269	1757	1619
"g4029.t1"	110	78	29	52	48	35	117	131	99	81	148	120
"g21776.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5190.t1"	0	1	2	0	0	21	85	2	0	55	0	3
"g1695.t1"	121	302	213	31	0	69	166	86	115	153	46	43
"g18198.t1"	5	0	0	0	0	0	0	0	0	0	0	0
"g7184.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19219.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2284.t1"	7	11	34	6	7	7	219	96	29	45	24	29
"g11743.t1"	56	95	84	49	21	112	145	79	121	107	117	156
"g6188.t1"	373	287	324	337	308	275	1547	772	384	1377	985	1055
"g5192.t2"	161	99	120	0	8	81	123	109	119	175	0	115
"g5192.t1"	73	11	90	22	9	34	0	9	28	5	58	56
"g12764.t1"	65	0	7	16	10	23	123	33	31	35	0	26
"g2286.t1"	33	66	113	0	0	29	188	273	169	245	65	165
"g2286.t2"	69	69	64	46	10	0	182	234	122	279	184	199
"g474.t1"	929	315	303	8	21	11	205	235	86	163	64	164
"g11741.t1"	5	3	0	0	0	0	13	12	8	27	0	12
"g23762.t1"	148	106	62	97	49	60	158	155	142	241	148	110
"g22189.t1"	112309	23425	40534	16383	112846	141209	3552	3773	2849	2373	4172	3710
"g19800.t1"	73	111	153	127	4	44	262	130	162	124	95	82
"g9965.t1"	0	0	16	0	0	0	0	0	0	0	0	0
"g20321.t1"	224	61	32	29	58	492	19	14	21	0	36	14
"g18988.t1"	0	0	0	0	3	0	3	0	0	1	0	0
"g18310.t1"	5	27	3	0	0	18	25	0	0	0	0	22
"g1729.t2"	0	40	40	0	0	0	13	0	0	0	0	2
"g1729.t3"	75	82	57	89	49	27	153	144	127	133	109	153
"g1729.t1"	97	352	146	43	0	136	105	66	102	126	14	64
"g9385.t1"	550	404	556	448	490	616	774	558	472	444	634	434
"g7553.t1"	24	9	42	22	13	26	262	112	129	120	74	39
"g17055.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14989.t1"	63	52	98	99	28	40	207	89	166	201	62	79
"g20962.t1"	12	4	4	0	0	7	17	0	0	0	0	3
"g3377.t1"	29	68	34	14	21	5	64	26	26	62	56	37
"g3170.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g8789.t1"	39	33	51	0	4	33	16	20	0	0	0	85
"g14372.t1"	286	286	283	20	70	142	115	89	64	104	89	97
"g22902.t1"	5	3	0	1	0	8	16	8	12	10	0	9
"g8926.t1"	0	0	0	0	0	0	0	0	0	0	4	45
"g8926.t2"	788	1245	722	327	478	727	452	313	280	375	231	288
"g8019.t1"	201	375	60	30	14	71	200	109	143	245	110	143
"g8673.t1"	0	12	2	1	0	2	0	0	0	0	0	0
"g1167.t1"	141	638	21	6	8	20	0	39	8	12	0	25
"g20960.t1"	68	237	121	48	33	54	200	193	183	207	57	156
"g177.t2"	287	352	293	144	263	263	319	288	188	488	0	190
"g177.t1"	236	374	179	112	296	204	466	255	186	353	624	243
"g1888.t1"	75	155	115	11	18	88	167	162	42	243	76	78
"g7186.t1"	0	0	0	0	0	0	3	0	0	0	0	0
"g22900.t1"	19	70	37	72	0	10	66	66	90	69	100	60
"g8924.t1"	1025	833	755	1451	931	572	2236	1579	1329	1486	960	1679
"g12232.t1"	5	0	0	0	0	0	0	0	0	0	0	0
"g14805.t1"	0	11	0	0	0	11	0	0	0	0	0	14
"g23521.t1"	89	130	51	15	0	94	51	27	12	46	0	26
"g20643.t1"	0	0	0	22	0	23	64	7	0	4	68	23
"g5613.t1"	679	339	495	608	312	274	853	777	1072	633	647	633
"g17919.t1"	0	0	0	0	0	0	0	0	0	0	0	3
"g2772.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23178.t1"	684	867	815	362	61	956	226	573	189	150	233	622
"g12601.t1"	93	64	66	83	32	14	355	197	219	288	372	225
"g20641.t1"	0	0	18	11	0	16	33	10	19	83	81	18
"g12251.t1"	50	64	76	68	33	36	183	139	58	194	74	73
"g1812.t1"	186	248	323	2	0	68	114	5	10	11	0	54
"g2979.t1"	186	85	45	126	230	139	150	98	81	76	172	108
"g2749.t1"	42	65	26	8	4	29	37	9	16	37	0	67
"g3153.t1"	46	8	30	31	19	27	92	65	35	44	72	160
"g11954.t1"	122	826	2539	10	8	5379	15	71	213	27	180	57
"g402.t1"	0	0	0	0	0	0	0	0	17	0	0	0
"g402.t2"	66	116	118	0	18	55	42	24	0	0	0	0
"g16078.t1"	8	20	23	9	15	23	57	38	24	16	13	45
"g1837.t1"	63	234	984	4	9	1044	0	27	260	3	10	28
"g10518.t1"	196	169	233	209	111	149	724	600	332	534	407	326
"g6313.t1"	1284	1715	1284	1274	651	1174	1718	1111	1135	1655	1979	1353
"g16417.t1"	52	151	35	8	0	35	14	35	16	10	0	14
"g4926.t1"	0	0	0	0	0	0	0	1	0	0	0	0
"g7487.t1"	60	4	126	126	48	77	742	276	346	360	0	306
"g4346.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7487.t2"	19	79	41	0	25	7	162	17	41	90	191	40
"g1835.t1"	6	33	10	14	14	14	72	38	35	20	0	22
"g19086.t1"	81	62	2812	50	25	17	3673	20	8573	16402	8207	2610
"g1594.t1"	65	69	53	21	0	30	32	25	23	46	0	13
"g4924.t1"	3	4	1	1	0	0	0	0	0	1	0	0
"g6311.t1"	0	42	0	0	0	43	0	0	7	4	21	33
"g19874.t1"	47	37	46	18	18	69	145	75	64	35	28	78
"g22731.t1"	12	143	125	51	6	0	245	436	0	303	24	0
"g12230.t1"	31	26	3	8	0	0	2	0	0	0	0	0
"g22731.t2"	63	12	7	0	17	77	73	154	124	135	60	194
"g11144.t1"	363	567	201	179	240	190	474	209	284	251	377	293
"g5611.t1"	539	1612	591	37	21	682	639	186	111	190	51	343
"g1494.t1"	44	99	59	10	0	34	133	35	27	62	0	54
"g5551.t1"	1	124	128	21	77	116	41	267	15	10	477	56
"g19876.t1"	1294	571	426	583	1268	820	683	574	748	607	217	517
"g7983.t1"	69	8	125	54	137	1535	365	1317	132	603	2387	1683
"g11456.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g22733.t2"	0	47	16	0	0	0	14	6	0	0	0	0
"g22733.t1"	245	707	181	35	8	172	181	114	61	76	0	85
"g3857.t1"	70	68	102	41	19	54	265	235	252	259	120	135
"g11454.t1"	94	162	183	86	27	107	767	490	376	435	337	326
"g399.t1"	204	180	217	206	103	235	944	424	362	534	406	427
"g7422.t1"	2	1	0	7	1	0	0	0	1	0	0	0
"g19535.t1"	296	152	125	76	242	79	114	30	44	18	0	79
"g5421.t1"	0	0	0	0	0	0	12	0	0	0	4	6
"g13111.t1"	36863	13372	13775	4268	141193	45305	284	208	381	60	824	576
"g21669.t1"	222	182	152	191	123	266	591	201	260	294	231	267
"g20122.t1"	363	364	707	849	263	646	518	512	408	200	230	383
"g9611.t1"	40	26	0	10	5	0	59	15	24	13	7	11
"g20788.t1"	595	531	438	372	344	423	734	497	549	446	950	482
"g2616.t1"	274	414	122	138	456	175	384	311	319	148	116	382
"g4898.t1"	4	0	9	0	0	15	5	0	0	0	0	0
"g14272.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4344.t1"	215	211	165	196	136	166	405	140	127	287	301	187
"g8621.t1"	480	508	511	1661	265	336	1093	568	341	751	678	711
"g22435.t1"	246	296	211	163	143	147	851	507	283	761	520	535
"g1412.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15928.t1"	0	0	0	0	0	0	289	80	0	288	0	0
"g5134.t1"	2	0	0	6	0	0	3	4	0	0	0	0
"g121.t1"	24	53	49	5	0	20	13	5	2	4	0	7
"g6180.t2"	0	108	95	36	14	75	0	0	0	82	96	0
"g18498.t1"	82	347	154	0	6	186	54	12	13	16	12	26
"g13113.t1"	7993	4096	2825	644	17151	7424	32	40	88	11	135	70
"g8623.t2"	50	512	0	15	29	17	0	78	77	57	0	97
"g8623.t1"	183	581	271	0	0	181	237	0	0	0	0	5
"g22348.t1"	2048	2341	1887	2369	1827	2143	2414	1785	2594	2300	1743	2163
"g1208.t1"	1152	1110	1039	1213	532	542	2685	2122	1710	1621	1487	1107
"g4858.t2"	0	9	12	0	0	46	0	4	0	0	0	15
"g4858.t1"	4	22	7	0	0	40	0	12	23	3	17	14
"g9828.t1"	0	10	0	0	0	2	3	3	0	0	0	0
"g5553.t1"	6	41	14	0	0	66	27	10	0	10	0	61
"g13170.t1"	709	398	206	157	521	402	297	152	311	189	175	133
"g19119.t1"	135	179	81	181	26	45	133	66	263	136	133	93
"g6280.t1"	0	0	1	0	6	1	0	0	3	2	0	0
"g4321.t1"	6	6	18	19	6	0	7	32	14	59	20	28
"g14346.t1"	102	192	78	155	55	37	154	86	127	515	387	375
"g19426.t1"	502	181	284	124	149	166	320	424	330	264	673	225
"g19537.t1"	408	224	273	258	412	289	220	261	266	201	254	111
"g15601.t1"	0	6	0	0	0	0	12	0	0	9	0	0
"g13333.t1"	2470	1544	1290	621	1806	3665	917	635	702	635	543	835
"g14796.t1"	58	50	60	73	38	31	75	74	22	69	73	35
"g11146.t1"	73	106	26	62	50	42	88	54	54	78	75	44
"g4058.t2"	580	1844	566	0	0	324	220	0	0	5	0	206
"g19424.t1"	2307	2368	1581	1800	1478	2124	1935	1242	1367	1619	744	1349
"g4058.t1"	336	1521	284	46	153	612	110	154	98	104	56	65
"g19944.t1"	20	27	47	60	16	15	101	70	74	84	64	77
"g12564.t1"	13	84	18	48	33	49	372	241	190	392	185	223
"g2938.t1"	0	0	0	0	0	0	0	4	0	0	0	0
"g9860.t1"	8	51	40	31	51	15	23	10	0	15	0	11
"g5895.t1"	0	0	0	0	0	0	0	0	4	0	0	0
"g17398.t1"	841	723	927	1169	499	607	2448	1449	1345	2915	2823	1446
"g14538.t1"	129	94	60	144	48	33	263	249	256	245	158	261
"g17879.t1"	4	6	0	1	0	2	0	2	0	0	0	0
"g2536.t1"	0	0	0	8	0	0	0	0	0	0	0	0
"g22196.t1"	98	61	112	97	21	48	67	125	96	105	149	99
"g11559.t1"	356	305	264	286	244	269	133	82	184	125	73	85
"g8378.t1"	53	148	55	9	9	39	32	13	17	11	0	12
"g3450.t1"	6	5	18	0	0	0	32	15	9	16	38	18
"g21837.t2"	24	198	143	33	14	131	217	102	81	179	123	140
"g15347.t1"	78	113	123	161	42	97	284	233	234	222	256	153
"g3178.t1"	3	3	1	0	0	5	14	4	0	7	0	3
"g5585.t1"	2	35	34	0	30	22	0	0	62	0	0	95
"g19680.t1"	49	157	63	0	0	16	114	62	40	41	0	64
"g19725.t1"	338	349	731	1022	282	295	395	312	197	375	202	401
"g11922.t1"	254	351	414	239	340	162	520	356	319	486	330	359
"g15345.t1"	8	21	19	0	0	13	0	0	12	0	0	0
"g14587.t1"	840	232	301	630	1153	674	207	90	94	190	84	128
"g14794.t1"	208	407	227	261	156	135	317	240	231	164	190	240
"g4129.t1"	163	98	119	235	57	85	239	159	191	150	277	170
"g8049.t1"	0	0	0	0	0	0	0	0	0	0	0	3
"g3258.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15237.t2"	51	4	64	0	0	0	48	0	0	0	0	3
"g15237.t1"	1598	248	658	19	115	90	829	130	68	95	120	339
"g22758.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5922.t1"	4	0	0	0	0	0	0	0	0	0	0	0
"g14585.t1"	19	33	9	7	3	14	141	83	74	90	13	56
"g8006.t1"	9	51	611	0	0	555	0	8	22	0	0	0
"g21841.t1"	0	3	0	0	0	2	0	0	0	0	0	0
"g9191.t1"	23	19	8	10	0	0	18	18	10	5	18	0
"g3014.t1"	2	0	0	0	0	0	0	0	0	0	0	0
"g15235.t1"	15	31	16	12	0	12	95	107	42	73	11	33
"g3730.t1"	492	464	467	708	380	544	724	511	570	825	634	795
"g2793.t1"	1110	1621	1275	1164	1046	1143	1265	810	1195	705	212	764
"g2534.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11913.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g9193.t1"	0	0	0	0	0	0	0	0	0	0	0	6
"g5619.t1"	10518	7305	5110	4332	10516	7199	6646	2822	2136	3657	2236	1948
"g23730.t1"	384	289	348	259	281	607	153	128	100	125	196	153
"g563.t1"	28	15	70	14	0	21	109	27	0	0	0	147
"g14837.t1"	54	54	47	36	8	55	130	28	60	56	86	75
"g11911.t2"	5248	1201	1523	5109	4124	2858	3438	2623	3275	2203	2410	1509
"g11911.t1"	525	691	1982	694	3950	4053	530	0	0	0	0	485
"g2791.t1"	116	115	115	207	59	99	530	301	295	315	476	245
"g5136.t1"	6	71	122	0	0	46	33	41	31	29	0	54
"g14566.t1"	674	428	350	303	555	412	530	246	186	328	47	249
"g22638.t1"	1	1	0	2	0	0	0	0	1	0	0	0
"g5442.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4804.t1"	287	548	377	169	49	310	536	292	263	326	130	236
"g4729.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14835.t1"	31	49	22	0	3	48	30	0	0	0	0	0
"g705.t1"	50	28	18	33	0	0	56	33	23	29	0	13
"g17514.t1"	493	290	337	134	146	325	510	237	269	271	83	299
"g11920.t1"	291	340	275	233	228	135	643	517	496	466	896	417
"g4351.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g3138.t1"	277	276	183	272	83	90	361	271	320	259	191	160
"g4002.t1"	751	727	787	815	411	505	1637	1173	1232	1431	650	993
"g13744.t1"	20	49	47	48	0	9	151	143	93	158	102	33
"g8026.t1"	1	0	0	4	0	0	0	1	2	0	0	0
"g19113.t1"	192	302	182	87	214	154	264	167	130	203	115	220
"g17516.t1"	0	2	0	0	0	0	0	0	0	0	0	0
"g9818.t1"	41	20	13	9	0	30	136	103	89	45	0	95
"g19946.t1"	27	35	58	55	49	35	83	72	49	67	14	63
"g13806.t1"	13	16	26	14	6	13	70	30	25	68	50	65
"g20782.t1"	139	149	216	120	101	51	405	357	314	499	284	273
