geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	GO_ID	biolodical_process	V4
g23106	569.537915495541	-1.85148151593552	0.497419312772882	-3.72217456860364	0.000197514387842537	0.0436191347422775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23101	59.7308244061243	-2.26163644351455	0.548169680092313	-4.12579631024775	3.69454157763183e-05	0.0162947756281452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23103	296.431913361404	-2.02293885045202	0.495823356522792	-4.07995876724906	4.50436898993868e-05	0.0184804831908135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23102	943.562335968723	-2.0035710005568	0.538331859854839	-3.72181390322516	0.000197796779241707	0.0436191347422775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g11899	732.598852502867	1.84371441058414	0.420748714835755	4.3819846515844	1.17603095801871e-05	0.00761214065588655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g11893	55.1815382746543	6.98655962614392	1.22739675152139	5.69217705479819	1.25429685852465e-08	3.6880508630153e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g7620	209095.962366829	-0.748302297141748	0.162686581125864	-4.59965592714014	4.23189331419249e-06	0.00392942430784126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g2330	14.0416286761662	6.11344659691615	1.4188380496522	4.30876984051475	1.64165097167945e-05	0.00934258272334479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1326	5403.39455051727	4.37022652264027	1.04307573473382	4.18974996456562	2.79262000800471e-05	0.0137487420029942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22158	202.139141631619	24.503691764864	3.00697610038729	8.14894796194356	3.67103869086594e-16	3.23822322921284e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1748	675.381413195184	-1.64598590595906	0.37630377557221	-4.37408820428699	1.21941070958716e-05	0.00761214065588655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3035	8.19988784354594	6.30428727244324	1.15518668771339	5.45737527924783	4.8322434475559e-08	0.000106563048627227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10608	2336.35353985608	5.91180833809218	1.29557957171447	4.5630607854282	5.04132109812047e-06	0.00423518984824007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g12294	25.38270848506	-8.18483941213638	2.13878774407303	-3.82685913308511	0.000129788738617885	0.0341751183089063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1623	360.071318369147	1.74237593060607	0.43156860282528	4.03730929265832	5.40677655192108e-05	0.0195090322938929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g746	7423.32741166091	-1.193557773207	0.317839104734735	-3.75522632497699	0.000173184909019625	0.0412882184449219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g17488	15.408525932344	5.31545975102021	1.08611326596745	4.89401972849072	9.87969283995381e-07	0.00127829937478923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8824	135.212664224779	-1.1417755916252	0.309573141711965	-3.68822561709032	0.000225823370748083	0.0490421425433372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
